,title,url,category
86,Triền Thông An Nhiên,https://www.google.com/maps/search/?api=1&query=Tri%E1%BB%81n%20Th%C3%B4ng%20An%20Nhi%C3%AAn&query_place_id=ChIJ90P5EeFtcTER4WXFQMWdds8,hotel
87,mỳ trộn trứng lòng đào. hủ tiếu khô,https://www.google.com/maps/search/?api=1&query=m%E1%BB%B3%20tr%E1%BB%99n%20tr%E1%BB%A9ng%20l%C3%B2ng%20%C4%91%C3%A0o.%20h%E1%BB%A7%20ti%E1%BA%BFu%20kh%C3%B4&query_place_id=ChIJWW0B3twTcTERMYS3dFoapgM,eatery
88,Dahill 196,https://www.google.com/maps/search/?api=1&query=Dahill%20196&query_place_id=ChIJ46_P-kUTcTERz040ndkhuko,hotel
89,D Home Đà Lạt 3,https://www.google.com/maps/search/?api=1&query=D%20Home%20%C4%90%C3%A0%20L%E1%BA%A1t%203&query_place_id=ChIJBQ_YuBNtcTER0_daYX2HRmg,hotel
90,Quán lẩu gà lá é Tao ngộ,https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20l%E1%BA%A9u%20g%C3%A0%20l%C3%A1%20%C3%A9%20Tao%20ng%E1%BB%99&query_place_id=ChIJwaQ4JyUTcTERK-93WMATbhA,restaurant
91,"Chân gà sốt thái,chân gà sả tắc,banh trang phơi sương,ngoc minh",https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20g%C3%A0%20s%E1%BB%91t%20th%C3%A1i%2Cch%C3%A2n%20g%C3%A0%20s%E1%BA%A3%20t%E1%BA%AFc%2Cbanh%20trang%20ph%C6%A1i%20s%C6%B0%C6%A1ng%2Cngoc%20minh&query_place_id=ChIJ8-zncMUScTERb3xNpJfBWMM,eatery
92,Thông vi vu - Tiệm nước Vẽ tranh,https://www.google.com/maps/search/?api=1&query=Th%C3%B4ng%20vi%20vu%20-%20Ti%E1%BB%87m%20n%C6%B0%E1%BB%9Bc%20V%E1%BA%BD%20tranh&query_place_id=ChIJ7UexjfMTcTERU87S6G7tM94,cafe
93,Bao tiền một mớ bình yên,https://www.google.com/maps/search/?api=1&query=Bao%20ti%E1%BB%81n%20m%E1%BB%99t%20m%E1%BB%9B%20b%C3%ACnh%20y%C3%AAn&query_place_id=ChIJ49OKQ9ITcTER5QbbX05oUwc,cafe
94,Horizon Coffee - BBQ,https://www.google.com/maps/search/?api=1&query=Horizon%20Coffee%20-%20BBQ&query_place_id=ChIJ_3HmQsMTcTERM_WaDP3Z1gU,cafe
95,ToNgo Coffee,https://www.google.com/maps/search/?api=1&query=ToNgo%20Coffee&query_place_id=ChIJo_lcrf8TcTERHuAKNnjADDg,cafe
96,Tiệm cà phê Góc của Tùng,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%C3%A0%20ph%C3%AA%20G%C3%B3c%20c%E1%BB%A7a%20T%C3%B9ng&query_place_id=ChIJ79RR4KgTcTERrO33RG7cMHo,cafe
97,Mai tiệm lẩu nướng,https://www.google.com/maps/search/?api=1&query=Mai%20ti%E1%BB%87m%20l%E1%BA%A9u%20n%C6%B0%E1%BB%9Bng&query_place_id=ChIJWcinTpwTcTERARdI06MmI8g,restaurant
98,LA FORÊT BY STORII,https://www.google.com/maps/search/?api=1&query=LA%20FOR%C3%8AT%20BY%20STORII&query_place_id=ChIJT1kCMvMTcTERs7eEZwxOYpE,restaurant
99,Mot Ngay Tot Lanh Coffee Shop,https://www.google.com/maps/search/?api=1&query=Mot%20Ngay%20Tot%20Lanh%20Coffee%20Shop&query_place_id=ChIJQ-AGnnwTcTERl5y1htuI1Ko,cafe
100,DaLat Coffee,https://www.google.com/maps/search/?api=1&query=DaLat%20Coffee&query_place_id=ChIJ4xKfb58TcTERkm7BpdBL9XA,cafe
101,Hoa Xương Rồng - Quán Cà Phê Trung Tâm TP Đà Lạt,https://www.google.com/maps/search/?api=1&query=Hoa%20X%C6%B0%C6%A1ng%20R%E1%BB%93ng%20-%20Qu%C3%A1n%20C%C3%A0%20Ph%C3%AA%20Trung%20T%C3%A2m%20TP%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJj46WxHMTcTERcfvCk3rrwv0,cafe
102,Moon Dining,https://www.google.com/maps/search/?api=1&query=Moon%20Dining&query_place_id=ChIJa7kF1ZUTcTERS2YSxffS_54,restaurant
103,Tiệm cà phê Bình Minh Ơi,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20c%C3%A0%20ph%C3%AA%20B%C3%ACnh%20Minh%20%C6%A0i&query_place_id=ChIJ0auSaVETcTERn_zqE5Mxz0Q,cafe
104,Dâu Homestay Bbq Đà Lạt,https://www.google.com/maps/search/?api=1&query=D%C3%A2u%20Homestay%20Bbq%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJV8XMOQoTcTERGO-hOs4ByeM,hotel
105,Poy Cafe,https://www.google.com/maps/search/?api=1&query=Poy%20Cafe&query_place_id=ChIJVUz6fABtcTER0CStRCSZYm8,cafe
106,BOHO CORNER,https://www.google.com/maps/search/?api=1&query=BOHO%20CORNER&query_place_id=ChIJAVbd1gsTcTERaGvz1oTeU2M,cafe
107,BOTEA Woodfire,https://www.google.com/maps/search/?api=1&query=BOTEA%20Woodfire&query_place_id=ChIJJa8_KSUTcTERLFnU9LZlFZY,restaurant
108,Tiệm Cà Phê Ô Cửa Mùa Đông,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20C%C3%A0%20Ph%C3%AA%20%C3%94%20C%E1%BB%ADa%20M%C3%B9a%20%C4%90%C3%B4ng&query_place_id=ChIJt6WKoiltcTERb7E_2Rsa3fk,cafe
109,Kokoro Cafe,https://www.google.com/maps/search/?api=1&query=Kokoro%20Cafe&query_place_id=ChIJ10FXHlwTcTERnSQmclZ79y8,cafe
110,Bê thui Đà Lạt,https://www.google.com/maps/search/?api=1&query=B%C3%AA%20thui%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJg99VNikTcTERH0rmi54zFuM,restaurant
111,TORII FARM - Nhà hàng rau khí canh Đà Lạt,https://www.google.com/maps/search/?api=1&query=TORII%20FARM%20-%20Nh%C3%A0%20h%C3%A0ng%20rau%20kh%C3%AD%20canh%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJLXcaKIUTcTERvJeJxdExk24,restaurant
112,Dalat Note Hostel,https://www.google.com/maps/search/?api=1&query=Dalat%20Note%20Hostel&query_place_id=ChIJXSJyq9cScTER1-NdlJAW2aM,hotel
113,Trà Sữa 123 - Nhà Chung Đà Lạt,https://www.google.com/maps/search/?api=1&query=Tr%C3%A0%20S%E1%BB%AFa%20123%20-%20Nh%C3%A0%20Chung%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJZ5lRZ9YTcTERPok1IMIOtWw,cafe
114,Tiệm Nướng Trên Mây,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20N%C6%B0%E1%BB%9Bng%20Tr%C3%AAn%20M%C3%A2y&query_place_id=ChIJkdWFyFwTcTERdWRbNnGddcU,restaurant
115,Green Field,https://www.google.com/maps/search/?api=1&query=Green%20Field&query_place_id=ChIJU7NJTmITcTERz3bmT0_hMd4,cafe
116,Cafe Mộc,https://www.google.com/maps/search/?api=1&query=Cafe%20M%E1%BB%99c&query_place_id=ChIJG5lBDRgTcTERM9fMwEU_A60,cafe
117,Lẩu Tê Cay Trùng Khánh,https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20T%C3%AA%20Cay%20Tr%C3%B9ng%20Kh%C3%A1nh&query_place_id=ChIJ20GYzlUTcTERUT8PWQw8s7A,restaurant
118,Tiệm lẩu nướng Mây Mây,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20l%E1%BA%A9u%20n%C6%B0%E1%BB%9Bng%20M%C3%A2y%20M%C3%A2y&query_place_id=ChIJt5rC8vETcTER5K2dlgIS5NM,restaurant
119,Hera Boutique Hotel,https://www.google.com/maps/search/?api=1&query=Hera%20Boutique%20Hotel&query_place_id=ChIJ2XGtoTETcTERljaS0CR2gcQ,hotel
