,title,url,category
50,Cardinal Bistro_Wedding-Dalat,https://www.google.com/maps/search/?api=1&query=Cardinal%20Bistro_Wedding-Dalat&query_place_id=ChIJk7d6ThkTcTERaJ9uVfTgzy4,cafe_rooftop_Da_Lat
51,Cà phê Vườn Yên,https://www.google.com/maps/search/?api=1&query=C%C3%A0%20ph%C3%AA%20V%C6%B0%E1%BB%9Dn%20Y%C3%AAn&query_place_id=ChIJWxwKZWYTcTER27HdsHgYHQA,cafe_rooftop_Da_Lat
52,L'amour Sky Lounge | Nông trại tươi xanh & vườn dâu trên cao tại Ladalat Hotel,https://www.google.com/maps/search/?api=1&query=L'amour%20Sky%20Lounge%20%7C%20N%C3%B4ng%20tr%E1%BA%A1i%20t%C6%B0%C6%A1i%20xanh%20%26%20v%C6%B0%E1%BB%9Dn%20d%C3%A2u%20tr%C3%AAn%20cao%20t%E1%BA%A1i%20Ladalat%20Hotel&query_place_id=ChIJPYkmNZ0TcTERim7HJVWSQzk,cafe_rooftop_Da_Lat
53,Vườn của Cún - Puppy's Garden,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20c%E1%BB%A7a%20C%C3%BAn%20-%20Puppy's%20Garden&query_place_id=ChIJDxU1C0ATcTERTbto3xI_mHM,cafe_rooftop_Da_Lat
54,The Balcony Speakeasy Bar,https://www.google.com/maps/search/?api=1&query=The%20Balcony%20Speakeasy%20Bar&query_place_id=ChIJS6FEOm0TcTERHxodOsgYh1I,cafe_rooftop_Da_Lat
55,Một Ngày Thật Vui Đà Lạt,https://www.google.com/maps/search/?api=1&query=M%E1%BB%99t%20Ng%C3%A0y%20Th%E1%BA%ADt%20Vui%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJEdr7Sx0TcTERztoqbosPzy4,cafe_rooftop_Da_Lat
56,Dalat Golf Cafe - Cafe ngắm view toàn cảnh thành phố Đà Lạt,https://www.google.com/maps/search/?api=1&query=Dalat%20Golf%20Cafe%20-%20Cafe%20ng%E1%BA%AFm%20view%20to%C3%A0n%20c%E1%BA%A3nh%20th%C3%A0nh%20ph%E1%BB%91%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJDZPBJ_UTcTERaDvpNSsRA5c,cafe_rooftop_Da_Lat
57,Cà Phê Amelie,https://www.google.com/maps/search/?api=1&query=Ca%CC%80%20Ph%C3%AA%20Amelie&query_place_id=ChIJq0VExc4TcTERAsyOeanTtLg,cafe_rooftop_Da_Lat
58,Khu Vườn Mùa Hè,https://www.google.com/maps/search/?api=1&query=Khu%20V%C6%B0%E1%BB%9Dn%20M%C3%B9a%20H%C3%A8&query_place_id=ChIJ5QlCZ6MTcTERODxqPibUdc0,cafe_rooftop_Da_Lat
59,Phố Cổ Đà Lạt,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%91%20C%E1%BB%95%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJIbTeL9wTcTERqJBS3rx3Urw,cafe_rooftop_Da_Lat
60,Cafe Doc Nha Bo,https://www.google.com/maps/search/?api=1&query=Cafe%20Doc%20Nha%20Bo&query_place_id=ChIJFXokMAATcTERcLaZrN9mwlQ,cafe_rooftop_Da_Lat
61,Mình Có Hẹn ở Đây - Coffee,https://www.google.com/maps/search/?api=1&query=M%C3%ACnh%20C%C3%B3%20H%E1%BA%B9n%20%E1%BB%9F%20%C4%90%C3%A2y%20-%20Coffee&query_place_id=ChIJsQUxXz0TcTERbeX_3UDYswY,cafe_rooftop_Da_Lat
62,Hilly Garden Đà Lạt,https://www.google.com/maps/search/?api=1&query=Hilly%20Garden%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJo2WNU68TcTERF0mOJrgrC9s,cafe_rooftop_Da_Lat
63,Thông ơi coffee,https://www.google.com/maps/search/?api=1&query=Th%C3%B4ng%20%C6%A1i%20coffee&query_place_id=ChIJFwqwFIUTcTERKChSusMNlgU,cafe_rooftop_Da_Lat
64,D'Lart Garden Drinking & Dining,https://www.google.com/maps/search/?api=1&query=D'Lart%20Garden%20Drinking%20%26%20Dining&query_place_id=ChIJtfwqqeYTcTEREXwyaKrCUlo,cafe_rooftop_Da_Lat
65,Lưng Chừng,https://www.google.com/maps/search/?api=1&query=L%C6%B0ng%20Ch%E1%BB%ABng&query_place_id=ChIJZ8sUWjoTcTERhSOY6-GbGSA,cafe_rooftop_Da_Lat
66,Cù Rú bar,https://www.google.com/maps/search/?api=1&query=C%C3%B9%20R%C3%BA%20bar&query_place_id=ChIJw-XgXhYTcTER_X9H8gJLP04,cafe_rooftop_Da_Lat
67,Tiệm Chú Được - bánh mì & cà phê,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Ch%C3%BA%20%C4%90%C6%B0%E1%BB%A3c%20-%20b%C3%A1nh%20m%C3%AC%20%26%20c%C3%A0%20ph%C3%AA&query_place_id=ChIJX3CzGBdtcTERAs6DNEvjM6k,cafe_rooftop_Da_Lat
68,Nhà của Tom,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20c%E1%BB%A7a%20Tom&query_place_id=ChIJ7R2axF4TcTERd76caK8WIV4,cafe_rooftop_Da_Lat
69,Cafe Cối Xay Nước,https://www.google.com/maps/search/?api=1&query=Cafe%20C%E1%BB%91i%20Xay%20N%C6%B0%E1%BB%9Bc&query_place_id=ChIJX8AQJboVcTER7MJTiRMkW1c,cafe_rooftop_Da_Lat
70,In The Forest Đà Lạt,https://www.google.com/maps/search/?api=1&query=In%20The%20Forest%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJixQz3VMTcTERy9b6x1AcN8E,cafe_rooftop_Da_Lat
71,Rain Dalat,https://www.google.com/maps/search/?api=1&query=Rain%20Dalat&query_place_id=ChIJCah-yDMTcTERMNBWM4JJ-2w,cafe_rooftop_Da_Lat
72,Cafe & Bar Gió Homestay,https://www.google.com/maps/search/?api=1&query=Cafe%20%26%20Bar%20Gi%C3%B3%20Homestay&query_place_id=ChIJ47yoy4oTcTERaibie9_Ay7I,cafe_rooftop_Da_Lat
73,Cafe Tùng,https://www.google.com/maps/search/?api=1&query=Cafe%20T%C3%B9ng&query_place_id=ChIJB0LfrxUTcTERHyzyimpgQlg,cafe_rooftop_Da_Lat
74,Rainy Rhythm - Hidden Cocktail Bar,https://www.google.com/maps/search/?api=1&query=Rainy%20Rhythm%20-%20Hidden%20Cocktail%20Bar&query_place_id=ChIJmeUk2hATcTERtW2Jz5B2NFo,cafe_rooftop_Da_Lat
75,Eres Garden Coffee - Vườn cảm xúc,https://www.google.com/maps/search/?api=1&query=Eres%20Garden%20Coffee%20-%20V%C6%B0%E1%BB%9Dn%20c%E1%BA%A3m%20x%C3%BAc&query_place_id=ChIJFcjq-GQTcTERoUdzQatIhxM,cafe_rooftop_Da_Lat
76,Cafe Mê Linh,https://www.google.com/maps/search/?api=1&query=Cafe%20M%C3%AA%20Linh&query_place_id=ChIJQdQdK6ETcTERNy1q4nrZHfU,cafe_rooftop_Da_Lat
77,Tiệm Cafe Góc Nhỏ,https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20Cafe%20G%C3%B3c%20Nh%E1%BB%8F&query_place_id=ChIJw9r_RFgTcTERbCauSSr4yTE,cafe_rooftop_Da_Lat
78,KHÓI BẾP ĐÀ LẠT - Nướng Lẩu & Hải Sản,https://www.google.com/maps/search/?api=1&query=KH%C3%93I%20B%E1%BA%BEP%20%C4%90%C3%80%20L%E1%BA%A0T%20-%20N%C6%B0%E1%BB%9Bng%20L%E1%BA%A9u%20%26%20H%E1%BA%A3i%20S%E1%BA%A3n&query_place_id=ChIJpzRZMAATcTERYaGkZXCZSnQ,cafe_rooftop_Da_Lat
79,NA And Cakes - Đà Lạt,https://www.google.com/maps/search/?api=1&query=NA%20And%20Cakes%20-%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJHY1h5EUTcTERqqTUREWWrXc,cafe_rooftop_Da_Lat
80,Dốc House & Coffee Shop,https://www.google.com/maps/search/?api=1&query=D%E1%BB%91c%20House%20%26%20Coffee%20Shop&query_place_id=ChIJD5W6RIMTcTER2WPviJ4FMFE,cafe_rooftop_Da_Lat
81,Nhà Bên Rừng,https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20B%C3%AAn%20R%E1%BB%ABng&query_place_id=ChIJWw5ukW8TcTERhGX1TNSFZT0,cafe_rooftop_Da_Lat
82,Kimochi coffee,https://www.google.com/maps/search/?api=1&query=Kimochi%20coffee&query_place_id=ChIJaWfXbDMTcTERkeXOMmrK4aE,cafe_rooftop_Da_Lat
